Portfolio,Feedstock,Commodity,Commodity Unit,Unit Code,Buildout,Use,Weight
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,114.28571428571429,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,121.90476190476191,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,129.52380952380952,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,137.14285714285714,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,144.76190476190476,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,152.38095238095238,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Electricity,Megawatts,MW,160,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Electricity,Megawatts,MW,0,Power Grid,1
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,14761.904761904761,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,14761.904761904761,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,103333.33333333333,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,103333.33333333333,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,118095.23809523809,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,118095.23809523809,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,206666.66666666666,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,206666.66666666666,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,221428.57142857142,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,221428.57142857142,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,236190.47619047618,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,236190.47619047618,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,310000,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Solar,Hydrogen,Metric Tons,MT,310000,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,523.8095238095239,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,523.8095238095239,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1047.6190476190477,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1047.6190476190477,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1571.4285714285716,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1571.4285714285716,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2095.2380952380954,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2095.2380952380954,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2619.0476190476193,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2619.0476190476193,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3142.857142857143,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3142.857142857143,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3666.666666666667,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3666.666666666667,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4190.476190476191,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4190.476190476191,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4714.285714285715,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4714.285714285715,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5238.0952380952385,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5238.0952380952385,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5761.904761904762,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5761.904761904762,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6285.714285714286,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6285.714285714286,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6809.52380952381,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6809.52380952381,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7333.333333333334,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7333.333333333334,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7857.142857142858,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7857.142857142858,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8380.952380952382,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8380.952380952382,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8904.761904761905,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8904.761904761905,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9428.571428571428,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9428.571428571428,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9952.38095238095,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9952.38095238095,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,10476.190476190473,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,10476.190476190473,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,11000,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Natural Gas + CCS,Hydrogen,Metric Tons,MT,11000,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,4738.0952380952385,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,4738.0952380952385,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,9476.190476190477,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,9476.190476190477,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,14214.285714285716,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,14214.285714285716,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,18952.380952380954,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,18952.380952380954,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,23690.47619047619,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,23690.47619047619,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,28428.571428571428,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,28428.571428571428,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,33166.666666666664,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,33166.666666666664,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,37904.7619047619,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,37904.7619047619,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,42642.85714285714,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,42642.85714285714,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,47380.952380952374,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,47380.952380952374,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,52119.04761904761,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,52119.04761904761,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,56857.14285714285,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,56857.14285714285,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,61595.238095238084,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,61595.238095238084,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,66333.33333333333,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,66333.33333333333,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,71071.42857142857,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,71071.42857142857,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,75809.5238095238,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,75809.5238095238,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,80547.61904761904,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,80547.61904761904,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,85285.71428571428,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,85285.71428571428,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,90023.80952380951,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,90023.80952380951,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,94761.90476190475,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,94761.90476190475,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,99500,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Agricultural waste,Hydrogen,Metric Tons,MT,99500,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,4738.0952380952385,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,4738.0952380952385,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,9476.190476190477,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,9476.190476190477,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,14214.285714285716,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,14214.285714285716,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,18952.380952380954,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,18952.380952380954,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,23690.47619047619,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,23690.47619047619,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,28428.571428571428,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,28428.571428571428,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,33166.666666666664,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,33166.666666666664,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,37904.7619047619,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,37904.7619047619,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,42642.85714285714,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,42642.85714285714,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,47380.952380952374,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,47380.952380952374,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,52119.04761904761,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,52119.04761904761,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,56857.14285714285,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,56857.14285714285,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,61595.238095238084,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,61595.238095238084,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,66333.33333333333,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,66333.33333333333,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,71071.42857142857,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,71071.42857142857,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,75809.5238095238,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,75809.5238095238,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,80547.61904761904,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,80547.61904761904,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,85285.71428571428,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,85285.71428571428,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,90023.80952380951,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,90023.80952380951,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,94761.90476190475,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,94761.90476190475,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,99500,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Forest waste,Hydrogen,Metric Tons,MT,99500,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Hydrogen,Metric Tons,MT,0,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Hydrogen,Metric Tons,MT,0,Ammonia Production,0.19999999999999996
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Hydrogen,Metric Tons,MT,0,Surface Transport Fuel,0.8
EBetancourt-TheOutrageousPortfolio EDITED,Biomethane,Hydrogen,Metric Tons,MT,0,Ammonia Production,0.19999999999999996
