Portfolio,year,Feedstock,Commodity,Commodity Unit,Unit Code,Buildout,Variable Category,Variable Subcategory,Variable Unit,Conversion Value,Value,Uncertainty Range Category
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,14285.71428571429,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571434,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,15714.28571428572,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571434,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,17142.85714285715,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571434,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,18571.428571428576,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,20000.000000000004,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,21428.57142857143,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,22857.14285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,24285.714285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,25714.285714285714,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,27142.85714285714,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,28571.42857142857,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571423,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,30000,Jobs,Graduate Degree,# of New Jobs,0.00562,8.028571428571443,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,1428.571428571429,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714285,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,2857.1428571428573,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714285,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,4285.714285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.28571428571429,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,5714.285714285715,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714285,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,7142.857142857143,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714285,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,8571.428571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,10000.000000000002,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,11428.571428571431,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,12857.14285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,14285.71428571429,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,15714.28571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,17142.85714285715,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714306,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,18571.428571428576,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,20000.000000000004,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,21428.57142857143,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,22857.14285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,24285.714285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,25714.285714285714,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,27142.85714285714,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,28571.42857142857,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.285714285714256,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,30000,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,40.28571428571435,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,1428.571428571429,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,2857.1428571428573,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,4285.714285714286,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,5714.285714285715,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857142,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,7142.857142857143,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857142,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,8571.428571428572,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,10000.000000000002,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,11428.571428571431,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,12857.14285714286,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,14285.71428571429,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,15714.28571428572,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,17142.85714285715,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857145,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,18571.428571428576,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,20000.000000000004,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,21428.57142857143,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,22857.14285714286,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,24285.714285714286,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,25714.285714285714,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,27142.85714285714,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,28571.42857142857,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857139,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,30000,Jobs,High School - No Training,# of New Jobs,0.0346,49.42857142857152,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14285.714285714286,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428572,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,28571.428571428572,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428572,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,42857.142857142855,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.14285714285705,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,57142.857142857145,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,71428.57142857143,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,85714.28571428572,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,100000,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,114285.7142857143,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,128571.4285714286,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,142857.14285714287,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428568,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,157142.85714285716,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,171428.57142857145,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,185714.28571428577,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,200000.00000000003,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,214285.71428571432,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,228571.4285714286,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,242857.1428571429,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,257142.8571428572,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,271428.5714285715,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428573,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,285714.28571428574,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428563,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,300000,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,477.1428571428563,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14285.714285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,80.28571428571429,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,28571.428571428572,Jobs,Graduate Degree,# of New Jobs,0.00562,80.28571428571429,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,42857.142857142855,Jobs,Graduate Degree,# of New Jobs,0.00562,80.28571428571426,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,57142.857142857145,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,71428.57142857143,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,85714.28571428572,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,100000,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,114285.7142857143,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,128571.4285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,142857.14285714287,Jobs,Graduate Degree,# of New Jobs,0.00562,80.28571428571422,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,157142.85714285716,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,171428.57142857145,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,185714.28571428577,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,200000.00000000003,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,214285.71428571432,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,228571.4285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,242857.1428571429,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,257142.8571428572,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,271428.5714285715,Jobs,Graduate Degree,# of New Jobs,0.00562,80.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,285714.28571428574,Jobs,Graduate Degree,# of New Jobs,0.00562,80.28571428571415,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,300000,Jobs,Graduate Degree,# of New Jobs,0.00562,80.28571428571415,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14285.714285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.8571428571429,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,28571.428571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.8571428571429,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,42857.142857142855,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.8571428571428,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,57142.857142857145,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,71428.57142857143,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,85714.28571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,100000,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,114285.7142857143,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,128571.4285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,142857.14285714287,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714255,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,157142.85714285716,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,171428.57142857145,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,185714.28571428577,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,200000.00000000003,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,214285.71428571432,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,228571.4285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,242857.1428571429,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,257142.8571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,271428.5714285715,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714295,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,285714.28571428574,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714215,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,300000,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,402.85714285714215,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14285.714285714286,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,28571.428571428572,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857143,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,42857.142857142855,Jobs,High School - No Training,# of New Jobs,0.0346,494.28571428571416,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,57142.857142857145,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,71428.57142857143,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,85714.28571428572,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,100000,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,114285.7142857143,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,128571.4285714286,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,142857.14285714287,Jobs,High School - No Training,# of New Jobs,0.0346,494.28571428571394,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,157142.85714285716,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,171428.57142857145,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,185714.28571428577,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,200000.00000000003,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,214285.71428571432,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,228571.4285714286,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,242857.1428571429,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,257142.8571428572,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,271428.5714285715,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857144,NA
EBetancourt-TheExpectedPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,285714.28571428574,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857134,NA
EBetancourt-TheExpectedPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,300000,Jobs,High School - No Training,# of New Jobs,0.0346,494.2857142857134,NA
EBetancourt-TheExpectedPortfolio EDITED,2025,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2026,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2027,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2028,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2029,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2030,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2031,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2032,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2033,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2034,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2035,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2036,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2037,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2038,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
EBetancourt-TheExpectedPortfolio EDITED,2039,Wind,Electricity,Megawatts,MW,0,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
